"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","27/2639","53/18805",0.509433962264151,3.63012719226122,7.74701537944859,1.94672002673883e-10,3.48993808429906e-08,3.09488121635289e-08,"NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/TTK/TRIP13/MAD2L1/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/RAD21/TEX14",27
"GO:1905819","negative regulation of chromosome separation","27/2639","53/18805",0.509433962264151,3.63012719226122,7.74701537944859,1.94672002673883e-10,3.48993808429906e-08,3.09488121635289e-08,"NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/TTK/TRIP13/MAD2L1/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/RAD21/TEX14",27
"GO:0031577","spindle checkpoint signaling","26/2639","50/18805",0.52,3.70541871921182,7.73935000571068,2.33762767042882e-10,4.06747214654614e-08,3.60703910508273e-08,"NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/TTK/TRIP13/MAD2L1/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/TEX14",26
"GO:0051985","negative regulation of chromosome segregation","27/2639","54/18805",0.5,3.56290261462675,7.62009343039424,3.37358461674482e-10,5.70232188361781e-08,5.05682578341539e-08,"NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/TTK/TRIP13/MAD2L1/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/RAD21/TEX14",27
"GO:0033047","regulation of mitotic sister chromatid segregation","28/2639","58/18805",0.482758620689655,3.44004390377755,7.51950542349058,4.53355929263303e-10,7.45014910422695e-08,6.60680102762662e-08,"NUF2/SPC25/CDK1/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/TTK/TRIP13/MAD2L1/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/RAD21/TEX14",28
"GO:0071168","protein localization to chromatin","29/2639","62/18805",0.467741935483871,3.33303792981212,7.43432633380464,5.75061949845421e-10,9.19477431158246e-08,8.1539367227015e-08,"PLK1/CENPA/EZH2/ESCO2/MACROH2A1/PARP1/TONSL/H4C5/H4C9/H4C4/LRWD1/H4C14/LEF1/H2BC11/H4C8/H1-5/H4C12/H4C11/H2AC8/RAD21/H4C3/H4C2/H4C16/H2AC4/H4C1/ESR1/H4C15/H4C6/H4C13",29
"GO:0140014","mitotic nuclear division","78/2639","282/18805",0.276595744680851,1.97096740383608,6.63769160135376,1.31728682637272e-09,2.05080759600553e-07,1.81865859906971e-07,"NEK2/KIF4A/PKMYT1/UBE2C/TPX2/CDC25C/NUF2/UHRF1/SPC25/CDK1/CENPF/BUB1/PLK1/SPC24/KIFC1/KIF18B/DLGAP5/CCNB1/AURKA/KIF2C/ZWINT/ANLN/SKA1/NDC80/CDCA8/SKA3/KIF14/CDCA5/BIRC5/CDC20/BUB1B/KNL1/KIF23/KIF11/NCAPG/SPAG5/MKI67/NCAPH/AURKB/MYBL2/ESPL1/CENPE/KIF15/TTK/UBE2S/TRIP13/RACGAP1/KIF18A/MAD2L1/CDCA2/KIF22/CENPI/CDT1/CENPK/FBXO43/MISP/PSRC1/CHEK1/HASPIN/ZWILCH/REEP4/BUB3/RCC1/TUBG1/SMC4/KNSTRN/NCAPG2/GEN1/KNTC1/ANAPC11/RRS1/PRC1/RAD21/MTBP/KIF4B/TEX14/DMRT1/EPGN",78
"GO:0051983","regulation of chromosome segregation","47/2639","137/18805",0.343065693430657,2.44461931222565,6.85659240023008,1.6022452993211e-09,2.4304828694317e-07,2.15535508011238e-07,"UBE2C/NUF2/SPC25/CDK1/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/KIF2C/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/NCAPG/MKI67/NCAPH/AURKB/RMI2/ESPL1/TACC3/CENPE/TTK/TRIP13/MAD2L1/CDCA2/CDC6/HASPIN/ZWILCH/BUB3/MAPK15/SMC4/NCAPG2/GEN1/KNTC1/ANAPC11/HORMAD1/RAD21/DPF1/TEX14/ACTL6B",47
"GO:0008608","attachment of spindle microtubules to kinetochore","26/2639","54/18805",0.481481481481481,3.43094325852947,7.22774819779069,2.03699359832329e-09,3.01271353192015e-07,2.67167791948508e-07,"NEK2/NUF2/SPC25/CDK1/SPC24/CCNB1/KIF2C/SKA1/NDC80/CDCA8/SKA3/SGO1/BIRC5/KNL1/SPAG5/AURKB/CENPE/RACGAP1/ECT2/CDT1/ZWILCH/BUB3/DSN1/KNSTRN/KNTC1/TEX14",26
"GO:0007088","regulation of mitotic nuclear division","43/2639","121/18805",0.355371900826446,2.53231094923885,6.83200522564725,2.29433731440677e-09,3.3105608663489e-07,2.935809287549e-07,"NEK2/PKMYT1/UBE2C/CDC25C/NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/AURKA/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/MKI67/AURKB/ESPL1/TTK/TRIP13/MAD2L1/CDCA2/FBXO43/CHEK1/HASPIN/ZWILCH/BUB3/RCC1/GEN1/KNTC1/ANAPC11/RAD21/MTBP/TEX14/DMRT1/EPGN",43
"GO:0007127","meiosis I","45/2639","130/18805",0.346153846153846,2.46662488704929,6.77959811520306,2.56416281298079e-09,3.61180647657008e-07,3.20295425060056e-07,"PLK1/PTTG1/AURKA/CKS2/ZWINT/NDC80/TOP2A/CCNB2/KNL1/RAD51/ESPL1/TRIP13/RAD54L/EME1/RAD51AP1/RAD54B/CCNE2/P3H4/BRIP1/FANCD2/RMI1/CCNE1/BRCA2/CENPX/MYBL1/HSF2BP/EME2/TEX19/CENPS/HORMAD1/SYCE3/RAD21/CDC25B/SYCP2/TEX11/MAEL/DMRT1/MND1/REC8/BRDT/DMRTC2/TEX15/SHOC1/KASH5/MAJIN",45
"GO:0019730","antimicrobial humoral response","57/2639","185/18805",0.308108108108108,2.19551836793216,6.60230841893141,3.17877957527981e-09,4.37340929473381e-07,3.8783445295458e-07,"CCL11/CXCL11/CXCL10/H2BC6/CAMP/H2BC12/H2BC7/H2BC4/EVPL/H2BC11/S100A7/TOR2A/CXCL9/H2BC21/H2BC8/NOD2/CCL7/BCL3/SLC11A1/CCL20/ROMO1/PGLYRP4/PRSS2/CCL17/ACOD1/H2BC10/S100A9/CXCL13/F2/WFDC3/LYZ/IL36RN/CST9/CST9L/AZU1/WFDC13/PGLYRP3/BPIFA1/CCL1/PRTN3/CCL19/KRT6A/DCD/WFDC10B/WFDC2/CALCA/DEFB126/KNG1/FGB/WFDC10A/REG1A/HTN1/HRG/SEMG2/NPY/PGC/DMBT1",57
"GO:0023061","signal release","117/2639","497/18805",0.235412474849095,1.67750344431119,6.18461656110183,6.01175232873094e-09,8.08307426744824e-07,7.16807981014235e-07,"INHBA/BMP8A/GRM4/CHRNA6/TFR2/SYNGR3/SCT/VGF/ADAM8/CGA/CDK5/SYT13/SLC25A22/TMEM132A/GPR68/ILDR2/PASK/STXBP2/TOR2A/KDM5B/UQCC2/UNC13A/SYT5/SLC30A8/STX1A/VAMP8/SLC44A4/SLC6A4/SPP1/RAB3A/BRSK2/RIMS4/CADPS/NKX6-1/SOX11/CPLX2/KCNK9/KISS1/GATA3/SYT1/IL11/TRH/FOXD1/PPFIA3/SCRIB/SYN1/PTPRN/UCN/ILDR1/F2RL2/PLA2G10/PRRT2/TCIRG1/GPR158/SREBF1/CHGA/GAL/INHA/SLC4A8/KMO/CARTPT/OSM/TRPM5/SYT7/DOC2A/RIMS2/BRSK1/SYT9/ABAT/KCNJ11/GDF9/SYP/F2/CSPG5/IFNG/MYB/RAB11FIP1/AGT/PTPRN2/BLK/PDX1/PLA2G3/RIMS1/GNAT1/CHRNB4/HRH3/HTR1A/ADORA2A/BAIAP3/CCKAR/WNK4/SSTR5/CHRNA4/C1QTNF12/RETN/GHRH/SNPH/ABCA12/GHSR/SYT4/PRKCG/GIP/KCNK16/WNT7A/HTR2C/FGB/UCN3/CPLX4/FGG/SNAP25/SLC32A1/NEUROD1/OPRK1/MTNR1B/SLC18A3/FOXA2/P2RY4",117
"GO:0045109","intermediate filament organization","31/2639","75/18805",0.413333333333333,2.94533282809145,6.82023262491207,6.26634570858685e-09,8.23815582488885e-07,7.30560631850219e-07,"KRT19/KRT37/KRT75/BFSP2/INA/KRT31/NEFH/KRT3/KRT2/KRT20/KRT10/EPPK1/NEFL/SHH/KRT81/KRT86/KRT34/TCHH/KRT36/KRT35/KRT1/KRT6A/KRT38/KRT16/KRT24/KRT73/KRT85/KRT72/KRT78/KRT6C/KRT79",31
"GO:0051783","regulation of nuclear division","48/2639","147/18805",0.326530612244898,2.32679354424604,6.52488710554847,6.84623193416295e-09,8.80484959184957e-07,7.80815102056479e-07,"NEK2/PKMYT1/UBE2C/CDC25C/NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/AURKA/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/MKI67/AURKB/ESPL1/TTK/TRIP13/MAD2L1/CDCA2/RAD51AP1/FBXO43/CHEK1/HASPIN/ZWILCH/BUB3/RCC1/CALR/GEN1/KNTC1/ANAPC11/HORMAD1/RAD21/MTBP/TEX14/DMRT1/STRA8/MEIOSIN/EPGN",48
"GO:0033045","regulation of sister chromatid segregation","39/2639","108/18805",0.361111111111111,2.5732074438971,6.62453555766924,7.49696606915513e-09,9.43660665215357e-07,8.36839392803341e-07,"UBE2C/NUF2/SPC25/CDK1/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/RMI2/ESPL1/TACC3/CENPE/TTK/TRIP13/MAD2L1/CDC6/HASPIN/ZWILCH/BUB3/MAPK15/GEN1/KNTC1/ANAPC11/RAD21/DPF1/TEX14/ACTL6B",39
"GO:0044784","metaphase/anaphase transition of cell cycle","37/2639","100/18805",0.37,2.6365479348238,6.6296927740758,8.45133126757952e-09,1.04162657872918e-06,9.23715680649482e-07,"UBE2C/NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/ESPL1/TACC3/CENPE/TTK/TRIP13/MAD2L1/CDC6/HASPIN/ZWILCH/BUB3/MAPK15/GEN1/KNTC1/ANAPC11/RAD21/DPF1/TEX14/ACTL6B",37
"GO:0045132","meiotic chromosome segregation","36/2639","96/18805",0.375,2.67217696097006,6.63645407920703,8.84886287380917e-09,1.0469974552291e-06,9.2847858027505e-07,"NUF2/PLK1/ASPM/PTTG1/AURKA/ZWINT/SKA1/NDC80/SKA3/SGO1/CCNB2/KNL1/NCAPH/ESPL1/TTK/TRIP13/CCNE2/P3H4/BRIP1/FANCD2/CCNE1/DCAF13/MAPK15/SMC4/TUBB8/HORMAD1/SYCE3/SYCP2/TEX11/MAEL/MND1/REC8/TEX15/SHOC1/KASH5/MAJIN",36
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","36/2639","96/18805",0.375,2.67217696097006,6.63645407920703,8.84886287380917e-09,1.0469974552291e-06,9.2847858027505e-07,"UBE2C/NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/ESPL1/CENPE/TTK/TRIP13/MAD2L1/CDC6/HASPIN/ZWILCH/BUB3/MAPK15/GEN1/KNTC1/ANAPC11/RAD21/DPF1/TEX14/ACTL6B",36
"GO:0034502","protein localization to chromosome","44/2639","131/18805",0.33587786259542,2.39340022967293,6.46601008305717,1.09896357649155e-08,1.2747977487302e-06,1.13049214968708e-06,"CDK1/PLK1/BUB1B/KNL1/AURKB/CENPA/EZH2/ESCO2/MACROH2A1/TTK/PARP1/TONSL/CCT3/H2AX/HASPIN/H4C5/ZWILCH/H4C9/H4C4/LRWD1/H4C14/LEF1/H2BC11/BUB3/MIS18A/BRCA2/H4C8/H1-5/KNTC1/H4C12/H4C11/TERT/H2AC8/RAD21/MTBP/H4C3/H4C2/H4C16/H2AC4/H4C1/ESR1/H4C15/H4C6/H4C13",44
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","36/2639","97/18805",0.371134020618557,2.64462874487759,6.56120477452841,1.21834191434584e-08,1.38609822409038e-06,1.22919354273273e-06,"UBE2C/NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/ESPL1/TACC3/CENPE/TTK/TRIP13/MAD2L1/CDC6/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/ANAPC11/RAD21/DPF1/TEX14/ACTL6B",36
"GO:0030071","regulation of mitotic metaphase/anaphase transition","35/2639","93/18805",0.376344086021505,2.68175465617067,6.568822667489,1.27256768210918e-08,1.42047366176564e-06,1.2596777214761e-06,"UBE2C/NUF2/SPC25/CENPF/BUB1/PLK1/SPC24/DLGAP5/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/AURKB/ESPL1/CENPE/TTK/TRIP13/MAD2L1/CDC6/HASPIN/ZWILCH/BUB3/GEN1/KNTC1/ANAPC11/RAD21/DPF1/TEX14/ACTL6B",35
"GO:0007093","mitotic cell cycle checkpoint signaling","45/2639","137/18805",0.328467153284672,2.34059295851393,6.36285242302833,1.63560788046568e-08,1.79189930015462e-06,1.58905841642124e-06,"NUF2/SPC25/CDK1/DTL/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/CLSPN/AURKB/TTK/TRIP13/MAD2L1/EME1/CDC6/ORC1/FANCD2/CHEK1/HASPIN/BLM/ZWILCH/DONSON/TICRR/BUB3/BARD1/GEN1/KNTC1/BRSK2/EME2/BRCA1/IER3/CCND1/HUS1B/BRSK1/TEX14",45
"GO:0051310","metaphase chromosome alignment","37/2639","103/18805",0.359223300970874,2.55975527652796,6.41319696909831,2.11976518921886e-08,2.25503836255491e-06,1.99977068413467e-06,"NEK2/NUF2/SPC25/CDK1/CENPF/SPC24/KIFC1/CCNB1/KIF2C/ZWINT/SKA1/NDC80/CDCA8/SKA3/KIF14/SGO1/CDCA5/BIRC5/FAM83D/KNL1/SPAG5/AURKB/CENPE/TTK/RACGAP1/KIF18A/ECT2/KIF22/CDT1/PSRC1/ZWILCH/BUB3/DSN1/KNSTRN/KNTC1/RRS1/TEX14",37
"GO:0006959","humoral immune response","80/2639","309/18805",0.258899676375405,1.8448686677679,6.0502464419841,2.13458668531229e-08,2.25503836255491e-06,1.99977068413467e-06,"EXO1/CCL11/CXCL11/CXCL10/H2BC6/CAMP/H2BC12/FOXJ1/H2BC7/H2BC4/EVPL/H2BC11/S100A7/TOR2A/CXCL9/H2BC21/H2BC8/CFB/NOD2/CCL7/GATA3/BCL3/SLC11A1/CCL20/SUSD4/ROMO1/LTA/PGLYRP4/PRSS2/PDCD1/CCR7/IFNB1/CCL17/C8G/ACOD1/H2BC10/S100A9/CXCL13/HPX/COLEC10/ZP4/FCMR/C4A/F2/C4B/WFDC3/IFNG/MS4A1/LYZ/TREM1/IL36RN/CST9/CST9L/AZU1/WFDC13/CR1L/PGLYRP3/BPIFA1/CCL1/CFHR4/PRTN3/KRT1/CCL19/KRT6A/DCD/WFDC10B/WFDC2/CR2/CALCA/DEFB126/KNG1/FGB/WFDC10A/REG1A/HTN1/HRG/SEMG2/NPY/PGC/DMBT1",80
"GO:0030900","forebrain development","99/2639","413/18805",0.239709443099274,1.70812280313825,5.87912448001066,3.426957449193e-08,3.55682109989927e-06,3.15419315360627e-06,"INHBA/WDR62/ASPM/KIF14/EZH2/TACC3/E2F1/PITX1/STIL/SCT/H2AX/CDK5/MBOAT7/LHX2/CNTNAP2/EFNA2/LEF1/GBX2/PLXNA3/BAX/HPRT1/ASCL1/OTX1/PCSK1/EMX1/IGF2BP1/SLC2A1/SLC7A11/DPCD/APLP1/SEMA7A/CDH2/CDK5R1/LHX1/SRD5A2/LRP8/RAC3/WNT7B/PAX6/TNR/DLX5/RARA/RTN4R/MDK/TH/CDK5R2/SSTR2/SIX3/ROBO2/CXCR4/COL3A1/ARHGAP11B/SOX2/EPHB2/DRAXIN/FOXG1/H2AJ/OTP/DKK1/ZIC1/PAX5/SLC1A2/DMRTA2/NEFL/SHH/DLX2/POU3F2/POU4F1/HTR6/SLIT1/PRDM13/VAX2/EOMES/ARX/RAX/ZIC3/CCKAR/TBR1/FEZF1/GHRH/OLIG2/SLC4A10/CHD5/SOX3/LHX5/DLX1/LHX3/KCNC1/WNT7A/PROP1/ELAVL4/SLC32A1/LHX8/FOXB1/NEUROD1/NPY/KCNC2/NHLH2/OTX2",99
"GO:0007218","neuropeptide signaling pathway","39/2639","114/18805",0.342105263157895,2.43777547316567,6.22115120258692,4.17913100679055e-08,4.26271362692636e-06,3.78017948055246e-06,"KISS1R/NPW/NMU/GPR84/OPRD1/GPR143/NXPH4/UCN/PYY/NTSR1/PCSK1N/SSTR2/RXFP3/GPR139/GAL/CARTPT/CCKBR/AGRP/GALR2/SORCS3/NPBWR1/SSTR5/NPY1R/PNOC/SORCS1/NPFFR2/GRPR/GALR3/CALCA/PROKR2/MCHR2/GLRA1/NTSR2/OPRK1/HCRTR2/GLRA2/NPY/MC2R/PTH2",39
"GO:0051303","establishment of chromosome localization","39/2639","115/18805",0.339130434782609,2.41657742557293,6.15641822654624,5.47470349318573e-08,5.48955014672657e-06,4.86813955576051e-06,"NEK2/NUF2/SPC25/CDK1/CENPF/SPC24/KIFC1/CCNB1/KIF2C/ZWINT/SKA1/NDC80/CDCA8/SKA3/KIF14/SGO1/CDCA5/BIRC5/FAM83D/KNL1/SPAG5/AURKB/CENPE/TTK/RACGAP1/KIF18A/ECT2/KIF22/CDT1/PSRC1/ZWILCH/BUB3/DSN1/KNSTRN/KNTC1/RRS1/TEX14/KASH5/MAJIN",39
"GO:0098739","import across plasma membrane","59/2639","209/18805",0.282296650717703,2.01159094988496,5.94171530272181,5.94521888018469e-08,5.8619858158621e-06,5.198415947165e-06,"SLC24A2/HCN2/SLC12A8/SLC7A5/KCNJ3/SLC39A11/NHERF1/SLC30A8/SLC39A4/KCNJ10/SLC2A1/SLC7A11/ATP1A3/SLC38A5/RGS4/KCNJ6/KCNK9/SLC6A9/TRPM2/CACNA1H/SLC2A10/KCNH2/NTSR1/SLC1A1/CACNA1B/SLC8A2/SLC39A6/AKAP5/NALF2/SLC1A4/SLC12A5/CACNA1E/CACNA1D/SLC7A8/P2RX5/SLC1A6/KCNJ11/NALF1/CACNA1I/SLC1A2/IFNG/MS4A1/SLC15A1/SLC5A2/KCNJ4/SLC12A3/KCNK5/CNGA3/SLC34A1/SLC7A2/SLC17A8/ATP1A4/SLC9C1/HCN4/SLC12A1/KCNJ18/ATP4B/SLC6A5/KCNJ13",59
"GO:0006260","DNA replication","73/2639","280/18805",0.260714285714286,1.85779922048395,5.8429084787022,6.43690398279006e-08,6.24274163314524e-06,5.53607065577664e-06,"PCLAF/CDK1/DTL/EXO1/TK1/RAD51/GINS1/RMI2/CCNA2/ESCO2/E2F8/RECQL4/CDC45/MCM10/POLQ/FAM111B/E2F7/EME1/CDC6/PARP1/TIMELESS/ORC6/TONSL/CDT1/PCNA/FEN1/POLE2/CCNE2/ORC1/MCM4/DNA2/CDC25A/CHEK1/BLM/CHTF18/DONSON/RMI1/TRAIP/CDC7/CCNE1/RUVBL1/LRWD1/TICRR/CHAF1B/PTK6/DBF4/KCTD13/RFC2/WDHD1/MCM2/LIG1/BRCA2/CENPX/BARD1/RFC4/GEN1/CHAF1A/DSCC1/MCM6/EME2/POLA2/CENPS/MCIDAS/S100A11/TFPT/BRCA1/CAMSAP3/UCN/RNASEH2A/PTMS/STRA8/ENPP7/AICDA",73
"GO:0006836","neurotransmitter transport","59/2639","211/18805",0.279620853080569,1.99252373708984,5.85786347362474,8.58816886278769e-08,8.19477532133096e-06,7.26713643669505e-06,"GRM4/SYNGR3/CDK5/SYT13/STXBP2/UNC13A/SYT5/STX1A/SLC6A4/KCNJ10/GABRQ/RAB3A/RIMS4/CADPS/CPLX2/SLC6A9/SYT1/SLC29A3/PPFIA3/SCRIB/SYN1/TH/PRRT2/GPR158/SLC1A1/DRD4/SLC4A8/KMO/SYT7/DOC2A/RIMS2/BRSK1/SYT9/SLC1A6/SYP/SLC18A1/SLC1A2/CSPG5/PTPRN2/SLC6A17/RIMS1/CHRNB4/HRH3/ADORA2A/BAIAP3/SLC17A8/SNPH/SYT4/PRKCG/SLC6A11/WNT7A/CPLX4/CHAT/SNAP25/SLC32A1/SLC6A15/SLC18A3/P2RY4/SLC6A5",59
"GO:1901988","negative regulation of cell cycle phase transition","71/2639","273/18805",0.26007326007326,1.85323139661904,5.73760352674917,1.07723802071059e-07,1.01157779849585e-05,8.97068386837354e-06,"PKMYT1/NUF2/SPC25/CDK1/DTL/INHBA/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/CLSPN/RAD51/AURKB/EZH2/MACROH2A1/CDC45/E2F1/TTK/TRIP13/E2F7/MAD2L1/EME1/CDC6/TIMELESS/CDT1/INTS7/H2AX/ORC1/BRIP1/DNA2/FANCD2/CHEK1/HASPIN/BLM/ZWILCH/DONSON/WDR76/TICRR/BUB3/BRCA2/BARD1/GEN1/KNTC1/BRSK2/FBXO6/EME2/CDKN2D/HORMAD1/TELO2/RAD21/BRCA1/CAMSAP3/OVOL1/IER3/GPR132/SOX2/CCND1/HUS1B/BRSK1/TEX14/SUSD2",71
"GO:0045104","intermediate filament cytoskeleton organization","34/2639","96/18805",0.354166666666667,2.52372268536062,6.04727601615532,1.16420317350146e-07,1.07616030850541e-05,9.54340233015012e-06,"FAM83H/EVPL/KRT19/KRT18/KRT37/KRT75/BFSP2/INA/KRT31/NEFH/KRT3/KRT2/KRT20/KRT10/EPPK1/NEFL/SHH/KRT81/KRT86/KRT34/TCHH/KRT36/KRT35/KRT1/KRT6A/KRT38/KRT16/KRT24/KRT73/KRT85/KRT72/KRT78/KRT6C/KRT79",34
"GO:0050000","chromosome localization","40/2639","123/18805",0.32520325203252,2.31733503390358,5.92216690268537,1.36256220016901e-07,1.24014122710767e-05,1.09975870536718e-05,"NEK2/NUF2/SPC25/CDK1/CENPF/SPC24/KIFC1/DLGAP5/CCNB1/KIF2C/ZWINT/SKA1/NDC80/CDCA8/SKA3/KIF14/SGO1/CDCA5/BIRC5/FAM83D/KNL1/SPAG5/AURKB/CENPE/TTK/RACGAP1/KIF18A/ECT2/KIF22/CDT1/PSRC1/ZWILCH/BUB3/DSN1/KNSTRN/KNTC1/RRS1/TEX14/KASH5/MAJIN",40
"GO:0045652","regulation of megakaryocyte differentiation","19/2639","38/18805",0.5,3.56290261462675,6.38954605155202,1.41757357800172e-07,1.27066140719063e-05,1.1268240371229e-05,"H4C5/H4C9/H4C4/H4C14/H4C8/H4C12/H4C11/HMGB2/CIB1/H4C3/H4C2/THPO/H4C16/H4C1/H4C15/MYB/SCIN/H4C6/H4C13",19
"GO:0045103","intermediate filament-based process","34/2639","97/18805",0.350515463917526,2.49770492571772,5.97505591463151,1.55262046574613e-07,1.37094069781405e-05,1.21575183052297e-05,"FAM83H/EVPL/KRT19/KRT18/KRT37/KRT75/BFSP2/INA/KRT31/NEFH/KRT3/KRT2/KRT20/KRT10/EPPK1/NEFL/SHH/KRT81/KRT86/KRT34/TCHH/KRT36/KRT35/KRT1/KRT6A/KRT38/KRT16/KRT24/KRT73/KRT85/KRT72/KRT78/KRT6C/KRT79",34
"GO:0048562","embryonic organ morphogenesis","76/2639","302/18805",0.251655629139073,1.79324899809029,5.61481509025352,1.67842391059488e-07,1.46022880221755e-05,1.29493262699766e-05,"COL11A1/CTHRC1/STIL/FLVCR1/TPRN/MFAP2/HOXC11/FBN2/NKX3-2/CHRNA9/GBX2/MICAL2/NHERF1/SIX4/SLC39A1/OTX1/SLC44A4/HPN/PPP1R35/CHST11/FOXH1/FZD2/SOX11/HOXB9/EFNA1/MMP14/SIX2/LHX1/GATA3/RUNX2/PAX6/HMX2/DLX5/GATA4/SCRIB/COL2A1/PCGF2/TH/SIX3/LHFPL5/MYO3B/PAX2/STRA6/SLITRK6/HMX3/EPHB2/HOXC4/MYCN/FOXG1/HOXB5/HOXB2/ZIC1/HOXB6/GRHL3/PAX5/USH1G/TIFAB/CLRN1/HOXB1/SHH/DLX2/DLX6/NKX2-5/TBX1/VAX2/ZIC3/TBX20/POU4F3/HOXA11/ALX3/IHH/FOXN4/GJB6/NEUROD1/HAND1/OTOP1",76
"GO:0044771","meiotic cell cycle phase transition","12/2639","17/18805",0.705882352941177,5.029980161826,6.71630828315312,1.7731448141729e-07,1.52027894502129e-05,1.34818516458242e-05,"PKMYT1/CDC25C/ZWINT/NDC80/CDC20/CCNB2/KNL1/TTK/CDC25A/MAPK15/CDC25B/OVOL1",12
"GO:0006261","DNA-templated DNA replication","48/2639","162/18805",0.296296296296296,2.11134969755659,5.73976183582028,2.04194711923288e-07,1.72573702248311e-05,1.53038563041454e-05,"EXO1/TK1/RAD51/GINS1/E2F8/CDC45/MCM10/POLQ/E2F7/EME1/CDC6/PARP1/TIMELESS/ORC6/TONSL/CDT1/PCNA/FEN1/POLE2/CCNE2/ORC1/MCM4/DNA2/BLM/DONSON/TRAIP/CDC7/CCNE1/LRWD1/TICRR/DBF4/RFC2/WDHD1/MCM2/LIG1/BRCA2/CENPX/BARD1/RFC4/GEN1/MCM6/EME2/POLA2/CENPS/MCIDAS/BRCA1/CAMSAP3/AICDA",48
"GO:0010948","negative regulation of cell cycle process","78/2639","315/18805",0.247619047619048,1.76448510438658,5.52839898124659,2.36952526381682e-07,1.97438189587891e-05,1.75088419790408e-05,"NEK2/PKMYT1/NUF2/SPC25/CDK1/DTL/INHBA/CENPF/BUB1/PLK1/SPC24/CCNB1/ZWINT/SKA1/NDC80/CDCA8/SKA3/BIRC5/CDC20/BUB1B/KNL1/CLSPN/RAD51/AURKB/ESPL1/EZH2/E2F8/MACROH2A1/CDC45/E2F1/TTK/CCNF/TRIP13/E2F7/MAD2L1/EME1/CDC6/TIMELESS/CDT1/INTS7/FBXO43/H2AX/ORC1/BRIP1/DNA2/FANCD2/CHEK1/HASPIN/BLM/ZWILCH/DONSON/WDR76/TICRR/BUB3/BRCA2/BARD1/GEN1/KNTC1/BRSK2/FBXO6/EME2/CDKN2D/HORMAD1/TELO2/RAD21/MTBP/BRCA1/CAMSAP3/OVOL1/IER3/GPR132/SOX2/CCND1/HUS1B/BRSK1/TEX14/DMRT1/SUSD2",78
